,Location,Land Size,Building Size,Num Rooms,Num Floors,Price ($)
4586,Depok,72.0,60.0,8.0,1.0,2026005.0
4587,Tangerang,132.0,120.0,9.0,3.0,3073415.4
4588,Depok,174.0,162.0,9.0,2.0,3776578.0
4589,Jakarta,118.0,106.0,8.0,3.0,2713952.82
4590,Tangerang,96.0,58.0,5.0,2.0,1790522.91
4591,Tangerang,165.0,64.0,2.0,2.0,1898190.3599999999
4592,Jakarta,79.0,67.0,5.0,1.0,1694753.74
4593,Depok,74.0,62.0,2.0,3.0,1610168.0
4594,Jakarta,161.0,112.0,7.0,3.0,2848143.44
4595,Depok,74.0,70.0,5.0,3.0,1980776.0
4596,Depok,123.0,54.0,3.0,3.0,1889583.0
4597,Depok,107.0,95.0,4.0,1.0,2176895.0
4598,Tangerang,143.0,134.0,5.0,1.0,2688378.66
4599,Jakarta,168.0,162.0,6.0,1.0,3208996.24
4600,Tangerang,176.0,129.0,9.0,2.0,3324276.45
4601,Jakarta,74.0,62.0,4.0,2.0,1505724.16
4602,Depok,127.0,115.0,4.0,2.0,2583110.0
4603,Tangerang,148.0,70.0,2.0,1.0,1817575.65
4604,Tangerang,165.0,129.0,5.0,2.0,2819960.55
4605,Tangerang,97.0,88.0,7.0,3.0,2302191.54
4606,Depok,59.0,47.0,8.0,2.0,1960339.0
4607,Jakarta,148.0,136.0,4.0,1.0,2589453.15
4608,Depok,60.0,48.0,6.0,1.0,1723095.0
4609,Tangerang,134.0,55.0,9.0,1.0,2322581.58
4610,Tangerang,198.0,105.0,7.0,1.0,2863521.54
4611,Depok,184.0,98.0,9.0,3.0,3233808.0
4612,Tangerang,175.0,141.0,9.0,2.0,3352852.8
4613,Tangerang,113.0,101.0,7.0,2.0,2476464.21
4614,Jakarta,51.0,39.0,6.0,1.0,1374366.59
4615,Jakarta,125.0,77.0,8.0,2.0,2397222.88
4616,Jakarta,170.0,149.0,6.0,3.0,3221130.38
4617,Jakarta,91.0,79.0,2.0,1.0,1569192.56
4618,Jakarta,103.0,91.0,9.0,2.0,2483666.7600000002
4619,Jakarta,124.0,114.0,3.0,2.0,2228327.65
4620,Tangerang,65.0,53.0,8.0,2.0,1869087.33
4621,Tangerang,67.0,55.0,5.0,2.0,1621875.42
4622,Jakarta,139.0,123.0,4.0,1.0,2447861.25
4623,Depok,193.0,61.0,5.0,1.0,2330074.0
4624,Jakarta,55.0,43.0,7.0,3.0,11334129.1
4625,Tangerang,157.0,130.0,4.0,1.0,2628823.23
4626,Depok,97.0,85.0,8.0,2.0,2523992.0
4627,Depok,91.0,63.0,2.0,2.0,1638085.0
4628,Depok,125.0,83.0,9.0,2.0,2694701.0
4629,Tangerang,126.0,97.0,9.0,3.0,2772741.51
4630,Depok,181.0,110.0,5.0,1.0,2820081.0
4631,Tangerang,179.0,84.0,2.0,1.0,2072536.29
4632,Tangerang,108.0,96.0,2.0,1.0,1871454.42
4633,Jakarta,76.0,64.0,8.0,2.0,1942249.19
4634,Tangerang,128.0,108.0,5.0,2.0,2414360.52
4635,Depok,121.0,85.0,5.0,2.0,2283975.0
4636,Tangerang,56.0,44.0,8.0,3.0,1828058.76
4637,Tangerang,160.0,91.0,8.0,3.0,2769618.06
4638,Jakarta,168.0,118.0,4.0,2.0,2548481.49
4639,Jakarta,112.0,100.0,7.0,3.0,2496648.29
4640,Tangerang,173.0,156.0,7.0,3.0,3370066.92
4641,Tangerang,61.0,49.0,8.0,3.0,1921483.08
4642,Tangerang,190.0,118.0,6.0,1.0,2872525.59
4643,Jakarta,92.0,61.0,2.0,3.0,1479307.61
4644,Jakarta,66.0,54.0,9.0,2.0,1980199.94
4645,Depok,112.0,85.0,7.0,1.0,2379423.0
4646,Depok,169.0,157.0,3.0,3.0,3151330.0
4647,Depok,85.0,73.0,8.0,2.0,2313851.0
4648,Depok,57.0,45.0,8.0,3.0,1912744.0
4649,Jakarta,118.0,106.0,4.0,2.0,2237707.52
4650,Jakarta,139.0,100.0,8.0,2.0,2628103.83
4651,Tangerang,85.0,73.0,4.0,3.0,1824414.57
4652,Depok,77.0,65.0,6.0,3.0,2014118.0
4653,Tangerang,167.0,146.0,6.0,1.0,3059430.66
4654,Tangerang,142.0,98.0,8.0,3.0,2788276.59
4655,Jakarta,125.0,113.0,2.0,2.0,2121667.61
4656,Tangerang,150.0,138.0,4.0,1.0,2718000.45
4657,Tangerang,193.0,106.0,4.0,2.0,2693708.82
4658,Jakarta,63.0,51.0,3.0,2.0,1293127.24
4659,Jakarta,120.0,108.0,2.0,3.0,2109260.77
4660,Jakarta,173.0,54.0,2.0,2.0,1765248.71
4661,Jakarta,174.0,73.0,7.0,3.0,2567540.19
4662,Depok,86.0,74.0,6.0,2.0,2134289.0
4663,Depok,78.0,66.0,7.0,1.0,2045156.0
4664,Depok,192.0,59.0,9.0,3.0,2806230.0
4665,Tangerang,68.0,56.0,2.0,1.0,1269822.51
4666,Depok,155.0,60.0,8.0,3.0,2566429.0
4667,Jakarta,70.0,58.0,3.0,1.0,1393424.28
4668,Depok,113.0,101.0,8.0,3.0,2789127.0
4669,Jakarta,76.0,64.0,8.0,1.0,1925105.45
4670,Depok,104.0,70.0,2.0,1.0,1737160.0
4671,Depok,78.0,66.0,7.0,3.0,2172785.0
4672,Jakarta,197.0,59.0,5.0,3.0,2273319.11
4673,Jakarta,74.0,62.0,8.0,2.0,1991758.3800000001
4674,Tangerang,119.0,107.0,8.0,2.0,2696984.73
4675,Tangerang,112.0,100.0,5.0,3.0,18612562.32
4676,Tangerang,179.0,171.0,3.0,3.0,3163750.92
4677,Depok,199.0,181.0,6.0,1.0,3730732.0
4678,Depok,65.0,53.0,4.0,1.0,1563131.0
4679,Jakarta,195.0,62.0,2.0,2.0,1982641.11
4680,Jakarta,149.0,65.0,7.0,2.0,2252840.35
4681,Tangerang,79.0,67.0,9.0,2.0,2206512.9899999998
4682,Jakarta,94.0,50.0,6.0,1.0,1679010.87
4683,Depok,68.0,56.0,7.0,1.0,1899394.0
4684,Jakarta,83.0,61.0,6.0,1.0,1729976.48
4685,Jakarta,190.0,168.0,2.0,2.0,3004747.98
4686,Jakarta,111.0,69.0,4.0,3.0,1868112.16
4687,Jakarta,167.0,85.0,2.0,2.0,2037528.55
4688,Jakarta,149.0,128.0,4.0,1.0,2587258.42
4689,Tangerang,71.0,59.0,7.0,2.0,1854754.1099999999
4690,Tangerang,160.0,157.0,3.0,2.0,2887337.97
4691,Depok,122.0,110.0,4.0,2.0,2418207.0
4692,Tangerang,196.0,108.0,9.0,2.0,3165405.21
4693,Jakarta,87.0,69.0,6.0,1.0,1848866.61
4694,Tangerang,119.0,107.0,3.0,2.0,2149985.97
4695,Depok,165.0,146.0,7.0,1.0,3254166.0
4696,Tangerang,128.0,116.0,5.0,2.0,2530450.89
4697,Depok,197.0,111.0,3.0,1.0,2651163.0
4698,Depok,58.0,46.0,4.0,3.0,1550975.0
4699,Depok,81.0,69.0,9.0,1.0,2315459.0
4700,Jakarta,181.0,140.0,3.0,1.0,2722929.7
4701,Depok,99.0,87.0,9.0,3.0,2702059.0
4702,Tangerang,131.0,119.0,9.0,3.0,3038315.94
4703,Tangerang,54.0,42.0,7.0,3.0,1636093.8
4704,Tangerang,197.0,167.0,3.0,3.0,3259660.14
4705,Depok,136.0,75.0,7.0,3.0,2485520.0
4706,Depok,175.0,167.0,5.0,3.0,3483841.0
4707,Jakarta,124.0,50.0,4.0,2.0,1696936.35
4708,Depok,71.0,56.0,8.0,2.0,2069221.0
4709,Tangerang,117.0,105.0,6.0,3.0,2542345.7399999998
4710,Jakarta,93.0,81.0,3.0,1.0,1715746.59
4711,Tangerang,83.0,71.0,8.0,1.0,2133314.37
4712,Jakarta,126.0,110.0,2.0,3.0,2161873.69
4713,Depok,91.0,78.0,6.0,2.0,2160312.0
4714,Jakarta,186.0,144.0,3.0,2.0,2862447.06
4715,Depok,155.0,67.0,6.0,1.0,2355376.0
4716,Depok,144.0,90.0,8.0,3.0,2806376.0
4717,Tangerang,184.0,172.0,2.0,2.0,3087545.67
4718,Depok,117.0,105.0,6.0,3.0,2630100.0
4719,Depok,196.0,90.0,8.0,3.0,3120027.0
4720,Depok,177.0,172.0,6.0,1.0,3490445.0
4721,Tangerang,134.0,122.0,2.0,3.0,2381770.71
4722,Depok,132.0,120.0,9.0,3.0,3160723.0
4723,Tangerang,144.0,71.0,2.0,1.0,1857833.01
4724,Jakarta,81.0,69.0,2.0,2.0,1469945.92
4725,Tangerang,115.0,103.0,9.0,3.0,2819570.4899999998
4726,Tangerang,165.0,153.0,9.0,1.0,3383279.46
4727,Depok,187.0,85.0,5.0,2.0,2667188.0
4728,Tangerang,179.0,69.0,7.0,3.0,2557487.79
4729,Jakarta,109.0,97.0,7.0,2.0,2428032.93
4730,Tangerang,66.0,54.0,8.0,1.0,1827265.77
4731,Depok,145.0,133.0,2.0,3.0,2642945.0
4732,Jakarta,193.0,104.0,8.0,1.0,2950629.15
4733,Depok,65.0,53.0,7.0,1.0,1854210.0
4734,Depok,95.0,75.0,6.0,3.0,2218457.0
4735,Tangerang,156.0,144.0,2.0,1.0,2593174.32
4736,Depok,137.0,105.0,9.0,2.0,2973468.0
4737,Jakarta,178.0,83.0,3.0,1.0,12590552.940000001
4738,Jakarta,188.0,105.0,2.0,3.0,2409427.72
4739,Jakarta,168.0,104.0,9.0,3.0,2965747.84
4740,Jakarta,134.0,69.0,2.0,2.0,1698153.4
4741,Tangerang,53.0,41.0,7.0,3.0,1658136.15
4742,Jakarta,120.0,108.0,8.0,1.0,2577857.34
4743,Tangerang,160.0,102.0,4.0,1.0,2416695.93
4744,Depok,99.0,87.0,6.0,3.0,2354842.0
4745,Depok,189.0,160.0,9.0,2.0,3755694.0
4746,Tangerang,144.0,132.0,9.0,2.0,3202841.07
4747,Depok,141.0,118.0,9.0,3.0,3213367.0
4748,Depok,114.0,51.0,7.0,1.0,2128282.0
4749,Jakarta,96.0,65.0,8.0,3.0,2182343.36
4750,Depok,155.0,143.0,8.0,3.0,3406573.0
4751,Depok,179.0,94.0,6.0,2.0,2759949.0
4752,Tangerang,155.0,143.0,8.0,1.0,3162923.28
4753,Jakarta,73.0,61.0,9.0,2.0,2077452.84
4754,Depok,53.0,41.0,3.0,2.0,1330935.0
4755,Depok,157.0,145.0,9.0,1.0,3401495.0
4756,Tangerang,68.0,56.0,5.0,1.0,1610005.32
4757,Depok,89.0,77.0,4.0,1.0,1961404.0
4758,Jakarta,99.0,87.0,3.0,3.0,1855043.77
4759,Jakarta,124.0,112.0,3.0,1.0,2122474.6
4760,Jakarta,61.0,49.0,9.0,3.0,1953846.01
4761,Tangerang,76.0,64.0,6.0,2.0,1858735.89
4762,Jakarta,162.0,53.0,4.0,1.0,1885549.81
4763,Jakarta,98.0,86.0,6.0,3.0,2154165.37
4764,Jakarta,193.0,160.0,5.0,3.0,3286261.24
4765,Jakarta,179.0,127.0,8.0,3.0,3161058.61
4766,Jakarta,109.0,97.0,6.0,3.0,2363554.53
4767,Jakarta,79.0,67.0,2.0,2.0,1447439.08
4768,Tangerang,133.0,121.0,6.0,1.0,2697708.42
4769,Jakarta,77.0,65.0,8.0,1.0,1955775.11
4770,Depok,74.0,62.0,2.0,1.0,1527828.0
4771,Tangerang,145.0,133.0,3.0,1.0,2489773.77
4772,Depok,174.0,143.0,5.0,1.0,3084129.0
4773,Depok,59.0,47.0,8.0,1.0,1872676.0
4774,Jakarta,91.0,79.0,7.0,3.0,2143046.28
4775,Depok,89.0,77.0,2.0,1.0,1695182.0
4776,Depok,126.0,114.0,5.0,3.0,2672412.0
4777,Depok,154.0,90.0,6.0,2.0,2653042.0
4778,Jakarta,167.0,123.0,7.0,3.0,2946126.57
4779,Jakarta,91.0,79.0,6.0,2.0,2061048.42
4780,Jakarta,96.0,84.0,8.0,1.0,2238169.09
4781,Tangerang,71.0,59.0,3.0,2.0,1493111.07
4782,Jakarta,156.0,128.0,8.0,2.0,3047981.03
4783,Jakarta,76.0,64.0,9.0,3.0,2116750.93
4784,Depok,90.0,78.0,8.0,3.0,2468618.0
4785,Jakarta,129.0,117.0,8.0,2.0,2796828.37
4786,Depok,138.0,81.0,6.0,2.0,2455931.0
4787,Jakarta,115.0,55.0,2.0,1.0,1468405.67
4788,Jakarta,61.0,49.0,3.0,3.0,1293463.57
4789,Jakarta,122.0,75.0,5.0,2.0,2002166.43
4790,Jakarta,125.0,86.0,3.0,3.0,2002610.83
4791,Jakarta,139.0,62.0,9.0,1.0,2334753.37
4792,Jakarta,59.0,47.0,5.0,1.0,1368456.07
4793,Jakarta,145.0,74.0,4.0,2.0,1986425.58
4794,Depok,69.0,57.0,2.0,1.0,1428566.0
4795,Tangerang,88.0,69.0,9.0,2.0,2239293.87
4796,Tangerang,109.0,97.0,2.0,3.0,2008977.3
4797,Jakarta,115.0,103.0,5.0,3.0,2311121.39
4798,Tangerang,114.0,102.0,6.0,2.0,2430063.9
4799,Depok,173.0,161.0,7.0,2.0,3528569.0
4800,Depok,179.0,75.0,6.0,2.0,2639348.0
4801,Depok,106.0,103.0,4.0,3.0,2386088.0
4802,Tangerang,127.0,115.0,5.0,3.0,2549828.16
4803,Tangerang,78.0,66.0,4.0,1.0,1633793.04
4804,Tangerang,64.0,60.0,5.0,1.0,1570617.18
4805,Jakarta,61.0,49.0,4.0,3.0,1425139.29
4806,Depok,150.0,143.0,5.0,3.0,3125375.0
4807,Depok,133.0,132.0,2.0,2.0,2487157.0
4808,Jakarta,174.0,83.0,9.0,3.0,2856949.63
4809,Tangerang,152.0,87.0,4.0,3.0,2298250.35
4810,Depok,73.0,61.0,4.0,1.0,1681064.0
4811,Tangerang,198.0,114.0,9.0,1.0,3225452.67
4812,Jakarta,187.0,180.0,5.0,2.0,3432203.21
4813,Tangerang,159.0,147.0,3.0,1.0,2761197.12
4814,Jakarta,127.0,101.0,3.0,2.0,2090185.91
4815,Tangerang,150.0,79.0,2.0,3.0,2050824.6
4816,Jakarta,195.0,162.0,6.0,3.0,3461726.52
4817,Depok,191.0,179.0,6.0,2.0,22198908.0
4818,Jakarta,177.0,165.0,2.0,1.0,2894917.55
4819,Tangerang,107.0,57.0,6.0,1.0,1878991.29
4820,Depok,125.0,121.0,9.0,3.0,3120125.0
4821,Tangerang,199.0,196.0,7.0,1.0,3862711.71
4822,Tangerang,85.0,81.0,9.0,2.0,2358012.69
4823,Jakarta,71.0,59.0,7.0,3.0,1814938.69
4824,Jakarta,176.0,90.0,7.0,1.0,2599040.07
4825,Tangerang,129.0,124.0,8.0,3.0,2918151.72
4826,Jakarta,149.0,94.0,8.0,3.0,2744729.54
4827,Tangerang,145.0,62.0,7.0,1.0,2175624.9899999998
4828,Jakarta,197.0,68.0,5.0,2.0,2303445.39
4829,Jakarta,67.0,55.0,3.0,1.0,1272915.12
4830,Tangerang,87.0,75.0,2.0,1.0,1578832.2
4831,Depok,158.0,52.0,9.0,1.0,2518552.0
4832,Jakarta,172.0,145.0,5.0,1.0,2952013.86
4833,Tangerang,193.0,185.0,7.0,1.0,3687157.98
4834,Depok,198.0,63.0,2.0,1.0,2168911.0
4835,Jakarta,153.0,141.0,3.0,2.0,2672251.94
4836,Jakarta,189.0,180.0,6.0,3.0,3566141.33
4837,Tangerang,193.0,62.0,5.0,2.0,2322632.07
4838,Jakarta,130.0,121.0,3.0,1.0,2306236.02
4839,Tangerang,136.0,124.0,2.0,2.0,2336420.79
4840,Tangerang,191.0,131.0,4.0,3.0,2916139.05
4841,Jakarta,110.0,106.0,5.0,2.0,2286112.78
4842,Depok,95.0,56.0,9.0,1.0,2190570.0
4843,Jakarta,81.0,69.0,,3.0,2117150.89
4844,Depok,64.0,52.0,2.0,1.0,1308569.0
4845,Jakarta,93.0,81.0,9.0,1.0,2273077.72
4846,Depok,194.0,168.0,2.0,3.0,3207505.0
4847,Jakarta,103.0,91.0,8.0,3.0,2399940.79
4848,Depok,93.0,81.0,3.0,1.0,1911622.0
4849,Depok,147.0,82.0,9.0,2.0,2852296.0
4850,Jakarta,54.0,42.0,9.0,3.0,1814047.87
4851,Jakarta,158.0,146.0,2.0,2.0,2651904.48
4852,Tangerang,76.0,52.0,5.0,2.0,1611528.93
4853,Depok,165.0,53.0,7.0,3.0,2419416.0
4854,Jakarta,136.0,124.0,8.0,2.0,2867519.28
4855,Tangerang,153.0,53.0,5.0,3.0,2026787.4
4856,Jakarta,172.0,91.0,8.0,3.0,2786476.88
4857,Depok,128.0,58.0,2.0,3.0,1839034.0
4858,Jakarta,92.0,80.0,3.0,3.0,1732632.78
4859,Jakarta,146.0,134.0,5.0,2.0,18917891.86
4860,Tangerang,80.0,68.0,4.0,2.0,1736096.67
4861,Jakarta,148.0,146.0,7.0,3.0,3130350.57
4862,Tangerang,66.0,54.0,8.0,3.0,1981218.69
4863,Depok,132.0,120.0,6.0,3.0,2815380.0
4864,Depok,159.0,71.0,3.0,3.0,2238729.0
4865,Jakarta,81.0,76.0,3.0,1.0,1555879.75
4866,Tangerang,190.0,92.0,6.0,2.0,2684589.93
4867,Depok,84.0,72.0,6.0,2.0,2071986.0
4868,Jakarta,182.0,143.0,5.0,3.0,3118891.11
4869,Jakarta,,57.0,2.0,1.0,1235395.64
4870,Jakarta,119.0,107.0,2.0,1.0,1961627.05
4871,Jakarta,144.0,138.0,4.0,1.0,2622772.04
4872,Jakarta,71.0,59.0,7.0,3.0,1842248.08
4873,Tangerang,118.0,106.0,8.0,1.0,2616293.79
4874,Jakarta,138.0,70.0,2.0,3.0,1803694.36
4875,Jakarta,121.0,58.0,9.0,1.0,2235233.02
4876,Jakarta,178.0,166.0,4.0,3.0,3169072.96
4877,Jakarta,136.0,85.0,4.0,3.0,2160465.75
4878,Jakarta,145.0,85.0,3.0,2.0,2016498.33
4879,Jakarta,124.0,122.0,3.0,3.0,2366581.5
4880,Jakarta,103.0,91.0,7.0,1.0,2202743.34
4881,Depok,137.0,50.0,5.0,2.0,2045303.0
4882,Depok,103.0,91.0,9.0,1.0,2657858.0
4883,Jakarta,65.0,53.0,6.0,3.0,1709091.7
4884,Tangerang,148.0,121.0,6.0,2.0,2767623.21
4885,Jakarta,69.0,57.0,7.0,3.0,1840065.47
4886,Tangerang,95.0,83.0,4.0,3.0,1974380.76
4887,Tangerang,176.0,164.0,7.0,1.0,3387102.84
4888,Tangerang,107.0,95.0,6.0,1.0,2298966.12
4889,Tangerang,160.0,92.0,4.0,1.0,2334590.28
4890,Tangerang,178.0,86.0,6.0,2.0,2620026.09
4891,Depok,130.0,74.0,5.0,1.0,2192025.0
4892,Jakarta,,121.0,3.0,3.0,2382810.18
4893,Depok,119.0,107.0,3.0,2.0,2335641.0
4894,Depok,57.0,45.0,4.0,1.0,1484507.0
4895,Jakarta,78.0,51.0,7.0,1.0,1706718.2
4896,Depok,161.0,149.0,6.0,1.0,3236984.0
4897,Jakarta,180.0,145.0,2.0,3.0,2779697.7600000002
4898,Jakarta,157.0,110.0,5.0,1.0,2482103.28
4899,Jakarta,158.0,63.0,6.0,3.0,2243419.07
4900,Jakarta,69.0,57.0,8.0,2.0,1835362.91
4901,Tangerang,122.0,110.0,2.0,1.0,2065391.46
4902,Tangerang,53.0,41.0,5.0,3.0,1457654.22
4903,Depok,68.0,56.0,5.0,1.0,1739752.0
4904,Jakarta,151.0,106.0,3.0,1.0,2230581.97
4905,Jakarta,190.0,168.0,4.0,2.0,3215718.8
4906,Jakarta,190.0,101.0,6.0,2.0,2774211.44
4907,Jakarta,135.0,123.0,5.0,3.0,2642634.7
4908,Tangerang,101.0,89.0,6.0,3.0,2306631.69
4909,Tangerang,160.0,148.0,5.0,3.0,3024270.81
4910,Tangerang,158.0,138.0,7.0,2.0,3079988.01
4911,Depok,135.0,59.0,9.0,3.0,2550216.0
4912,Jakarta,92.0,80.0,3.0,2.0,1776618.28
4913,Tangerang,91.0,83.0,4.0,2.0,1956909.24
4914,Tangerang,139.0,127.0,2.0,1.0,2355674.31
4915,Jakarta,164.0,152.0,2.0,1.0,2661571.19
4916,Tangerang,75.0,63.0,7.0,3.0,1951772.13
4917,Jakarta,92.0,80.0,8.0,2.0,2218783.15
4918,Jakarta,126.0,92.0,3.0,2.0,2035753.98
4919,Tangerang,186.0,78.0,5.0,2.0,2420381.7
4920,Depok,69.0,57.0,3.0,1.0,1558981.0
4921,Jakarta,88.0,76.0,4.0,2.0,1803339.85
4922,Depok,61.0,49.0,9.0,3.0,2137338.0
4923,Tangerang,60.0,48.0,2.0,3.0,1256658.48
4924,Jakarta,91.0,79.0,6.0,1.0,1970328.2
4925,Jakarta,60.0,48.0,2.0,3.0,1195813.74
4926,Tangerang,87.0,75.0,8.0,2.0,2243719.17
4927,Depok,147.0,135.0,8.0,2.0,3265182.0
4928,Tangerang,68.0,56.0,8.0,3.0,1942641.3599999999
4929,Tangerang,183.0,61.0,8.0,1.0,2455034.67
4930,Tangerang,165.0,84.0,4.0,2.0,2262179.7
4931,Depok,162.0,159.0,5.0,2.0,3279827.0
4932,Jakarta,114.0,102.0,3.0,1.0,2042269.49
4933,Jakarta,148.0,136.0,2.0,2.0,2506174.61
4934,Tangerang,121.0,109.0,8.0,3.0,2722787.1
4935,Tangerang,101.0,89.0,2.0,3.0,1828350.81
4936,Depok,167.0,97.0,8.0,1.0,2952304.0
4937,Tangerang,169.0,157.0,6.0,1.0,3203286.57
4938,Depok,56.0,44.0,3.0,3.0,1382736.0
4939,Depok,60.0,48.0,6.0,1.0,1656783.0
4940,Depok,152.0,140.0,6.0,3.0,3121480.0
4941,Tangerang,110.0,98.0,8.0,1.0,2492375.4899999998
4942,Jakarta,117.0,71.0,9.0,3.0,2404469.63
4943,Depok,189.0,81.0,5.0,2.0,2573140.0
4944,Jakarta,151.0,139.0,2.0,2.0,2554539.47
4945,Depok,159.0,71.0,9.0,3.0,2774580.0
4946,Tangerang,189.0,159.0,7.0,2.0,3427175.07
4947,Depok,100.0,64.0,3.0,3.0,1826421.0
4948,Depok,166.0,154.0,9.0,1.0,3568717.0
4949,Jakarta,95.0,93.0,5.0,2.0,2035775.19
4950,Tangerang,102.0,90.0,7.0,2.0,2299915.53
4951,Depok,137.0,58.0,5.0,2.0,2104022.0
4952,Tangerang,170.0,83.0,9.0,3.0,2870797.05
4953,Jakarta,62.0,50.0,8.0,2.0,1826805.18
4954,Tangerang,138.0,126.0,8.0,1.0,2899383.3
4955,Tangerang,174.0,94.0,5.0,2.0,2548385.73
4956,Jakarta,167.0,121.0,9.0,1.0,3120255.62
4957,Depok,103.0,91.0,4.0,2.0,2196873.0
4958,Depok,165.0,164.0,4.0,2.0,3173146.0
4959,Tangerang,167.0,68.0,5.0,1.0,2156999.13
4960,Depok,53.0,41.0,4.0,2.0,1422788.0
4961,Jakarta,124.0,112.0,3.0,1.0,2170670.79
4962,Tangerang,98.0,86.0,2.0,1.0,1714228.56
4963,Tangerang,56.0,44.0,7.0,1.0,1596897.72
4964,Depok,159.0,123.0,8.0,2.0,3177022.0
4965,Depok,171.0,67.0,3.0,2.0,2150598.0
4966,Depok,60.0,48.0,2.0,1.0,1328702.0
4967,Tangerang,141.0,99.0,4.0,2.0,2331710.37
4968,Depok,72.0,52.0,7.0,3.0,1950354.0
4969,Tangerang,77.0,65.0,3.0,1.0,1495996.92
4970,Depok,160.0,77.0,6.0,1.0,2508490.0
4971,Tangerang,106.0,95.0,8.0,3.0,2540062.8
4972,Tangerang,75.0,63.0,5.0,3.0,1754009.73
4973,Tangerang,103.0,91.0,8.0,1.0,2425650.48
4974,Depok,78.0,66.0,2.0,3.0,1698907.0
4975,Depok,146.0,134.0,2.0,1.0,2533606.0
4976,Jakarta,63.0,51.0,6.0,2.0,1616321.18
4977,Tangerang,127.0,115.0,6.0,3.0,2639255.85
4978,Depok,84.0,72.0,5.0,1.0,1929804.0
4979,Jakarta,79.0,67.0,4.0,1.0,1552689.16
4980,Jakarta,141.0,78.0,8.0,1.0,2412287.03
4981,Depok,66.0,54.0,3.0,3.0,1526583.0
4982,Tangerang,142.0,130.0,9.0,2.0,3145907.16
4983,Jakarta,128.0,116.0,9.0,2.0,2900295.8
4984,Jakarta,159.0,139.0,3.0,3.0,2711747.99
4985,Tangerang,151.0,74.0,3.0,1.0,1982814.57
4986,Depok,155.0,90.0,4.0,1.0,2328356.0
4987,Tangerang,96.0,84.0,8.0,1.0,2317316.76
4988,Tangerang,113.0,53.0,8.0,3.0,2188811.79
4989,Depok,113.0,101.0,9.0,3.0,2840811.0
4990,Jakarta,136.0,80.0,5.0,1.0,2120766.69
4991,Tangerang,56.0,44.0,3.0,1.0,1186929.81
4992,Jakarta,71.0,59.0,2.0,1.0,1213258.46
4993,Jakarta,130.0,118.0,2.0,3.0,2269743.71
4994,Jakarta,123.0,111.0,2.0,3.0,2114880.41
4995,Depok,187.0,115.0,6.0,2.0,3064222.0
4996,Jakarta,184.0,137.0,6.0,1.0,3007365.9
4997,Tangerang,174.0,73.0,4.0,1.0,2226987.18
4998,Tangerang,99.0,87.0,3.0,2.0,1860627.78
4999,Tangerang,101.0,89.0,6.0,1.0,2221741.17
5000,Depok,50.0,38.0,2.0,2.0,1213425.0
5001,Tangerang,53.0,41.0,6.0,3.0,1578251.07
5002,Depok,194.0,109.0,8.0,2.0,3236033.0
5003,Jakarta,181.0,164.0,2.0,2.0,2890272.56
5004,Jakarta,53.0,41.0,3.0,3.0,1197068.16
5005,Depok,50.0,38.0,8.0,1.0,1763526.0
5006,Depok,120.0,108.0,4.0,2.0,2442034.0
5007,Depok,84.0,56.0,5.0,2.0,1815215.0
5008,Jakarta,57.0,55.0,5.0,1.0,1438506.64
5009,Depok,85.0,73.0,8.0,2.0,2347963.0
5010,Jakarta,172.0,82.0,2.0,3.0,2051637.24
5011,Jakarta,92.0,80.0,6.0,2.0,2056142.85
5012,Tangerang,76.0,64.0,6.0,1.0,1772383.14
5013,Jakarta,81.0,69.0,2.0,1.0,1448471.3
5014,Depok,127.0,91.0,9.0,2.0,2764506.0
5015,Depok,170.0,143.0,3.0,1.0,2856730.0
5016,Depok,195.0,178.0,8.0,1.0,3888649.0
5017,Jakarta,65.0,53.0,2.0,2.0,1220824.37
5018,Jakarta,148.0,144.0,9.0,2.0,3274333.14
5019,Tangerang,96.0,84.0,3.0,1.0,1805589.72
5020,Tangerang,80.0,68.0,4.0,2.0,1666065.06
5021,Depok,53.0,41.0,4.0,3.0,1452939.0
5022,Jakarta,66.0,54.0,8.0,2.0,1847475.84
5023,Depok,88.0,76.0,2.0,1.0,1698896.0
5024,Depok,97.0,85.0,4.0,3.0,2132563.0
5025,Depok,88.0,76.0,6.0,1.0,2084729.0
5026,Tangerang,181.0,169.0,3.0,1.0,3091920.48
5027,Depok,79.0,67.0,5.0,3.0,1946928.0
5028,Tangerang,71.0,59.0,9.0,2.0,2108299.05
5029,Jakarta,115.0,103.0,5.0,1.0,2195056.23
5030,Depok,157.0,153.0,4.0,2.0,3109685.0
5031,Tangerang,61.0,50.0,9.0,2.0,1934623.35
5032,Jakarta,85.0,78.0,3.0,3.0,1720022.93
5033,Tangerang,67.0,55.0,6.0,1.0,1675390.8599999999
5034,Depok,139.0,102.0,5.0,3.0,2592189.0
5035,Jakarta,50.0,38.0,6.0,3.0,1408586.4
5036,Jakarta,176.0,137.0,6.0,1.0,2999807.06
5037,Jakarta,139.0,132.0,5.0,1.0,2626721.14
5038,Tangerang,136.0,61.0,5.0,3.0,2055190.5
5039,Tangerang,139.0,101.0,9.0,3.0,2865388.68
5040,Tangerang,183.0,178.0,4.0,3.0,3397111.7399999998
5041,Jakarta,119.0,107.0,9.0,1.0,2661816.62
5042,Depok,93.0,81.0,8.0,1.0,2359675.0
5043,Depok,135.0,123.0,3.0,3.0,2591759.0
