,Brand,Engine Size,Horsepower,Mileage,Price
5583,BMW,1,283,183686,70336.07999999999
5584,Toyota,2,105,21659,40000.1
5585,Honda,4,224,7738,89859.2
5586,Honda,5,155,108351,77401.9
5587,Toyota,3,145,91303,49993.7
5588,BMW,5,144,87195,97302.59999999999
5589,BMW,4,304,151601,119023.07999999999
5590,Toyota,1,172,10256,45896.4
5591,Toyota,4,118,147854,51737.6
5592,Honda,3,321,40275,95880.5
5593,Honda,4,394,108134,114315.6
5594,Toyota,5,126,66723,72891.7
5595,Honda,4,182,189341,65154.899999999994
5596,BMW,4,238,105005,105966.59999999999
5597,Honda,4,317,4121,111914.9
5598,Toyota,4,230,90545,78574.5
5599,Honda,3,322,164397,84661.3
5600,BMW,4,326,82164,133530.72
5601,BMW,1,381,109982,106730.16
5602,Toyota,3,106,73468,48553.2
5603,BMW,3,203,136452,85792.56
5604,Honda,4,339,3271,113273.9
5605,Honda,5,390,112095,122653.5
5606,Honda,4,167,7598,78347.2
5607,Honda,3,112,126768,44730.2
5608,BMW,2,116,41211,61821.479999999996
5609,Honda,1,213,134767,44553.3
5610,BMW,5,384,182266,144270.47999999998
5611,Toyota,5,317,98673,105346.7
5612,Toyota,5,203,10648,93640.2
5613,BMW,3,375,142521,121202.27999999998
5614,Toyota,5,330,186352,101112.8
5615,BMW,5,142,119388,92960.64
5616,Toyota,2,282,145470,65830.0
5617,Honda,2,152,161526,41167.4
5618,Honda,2,303,159873,71984.7
5619,Honda,5,132,150049,67614.1
5620,BMW,5,127,123088,89736.23999999999
5621,Honda,4,338,156697,97678.3
5622,Honda,3,146,180473,48799.7
5623,Toyota,4,309,60926,96963.4
5624,Honda,3,213,94139,71368.1
5625,Honda,4,156,164300,62025.0
5626,BMW,2,351,48484,116621.52
5627,Honda,5,165,161813,74583.7
5628,BMW,2,178,124555,65827.8
5629,Honda,4,265,26244,590961.6000000001
5630,Toyota,3,254,91044,75343.6
5631,Toyota,1,137,124899,27185.1
5632,Toyota,1,124,162759,20339.1
5633,Toyota,5,171,179633,546125.6
5634,Toyota,5,174,31125,85879.5
5635,Honda,4,319,146994,95899.6
5636,Honda,3,171,182180,51006.0
5637,Toyota,3,367,99700,97367.0
5638,Honda,2,268,39946,78409.4
5639,Honda,4,303,186710,91088.0
5640,BMW,2,307,151392,93993.36
5641,BMW,4,113,112817,74184.36
5642,BMW,4,370,9412,151610.16
5643,Honda,5,102,105445,68286.5
5644,BMW,5,202,182184,98929.92
5645,BMW,3,243,153647,92964.36
5646,BMW,3,113,167389,55518.119999999995
5647,Toyota,5,238,64566,93929.4
5648,BMW,1,338,81649,97550.52
5649,BMW,3,139,74930,73365.59999999999
5650,BMW,2,139,16752,69780.96
5651,BMW,1,121,168909,38198.52
5652,Toyota,2,217,75457,287591.5
5653,Honda,4,249,46384,92839.6
5654,Honda,4,203,50095,84978.5
5655,Honda,4,312,33672,106770.8
5656,BMW,3,341,139413,117434.04
5657,Honda,3,307,68936,90513.4
5658,Honda,4,335,111228,101441.2
5659,Honda,3,160,167549,52646.1
5660,Toyota,3,167,149607,48877.3
5661,Honda,2,105,162341,31021.9
5662,Toyota,5,266,85242,94992.8
5663,Honda,4,211,40126,87115.4
5664,Toyota,1,252,19605,60121.5
5665,Honda,5,355,79812,119049.8
5666,BMW,5,131,23764,105133.92
5667,BMW,2,215,145891,73216.68
5668,Toyota,4,116,184582,47331.8
5669,Toyota,1,303,46038,70576.2
5670,BMW,1,204,156300,59078.399999999994
5671,Honda,2,353,50015,93715.5
5672,Toyota,5,124,114653,64594.7
5673,Toyota,2,340,195635,72723.5
5674,Toyota,1,207,186456,34379.399999999994
5675,Honda,5,183,20829,94419.1
5676,Honda,5,248,128473,93957.7
5677,Toyota,2,140,118012,36496.8
5678,Toyota,4,361,25165,111901.5
5679,Honda,3,215,106371,67967.9
5680,Honda,5,122,28736,78947.4
5681,Honda,5,130,113527,72009.3
5682,Honda,3,327,176770,87681.0
5683,BMW,1,139,117559,45445.32
5684,Toyota,3,166,30376,62702.4
5685,Toyota,2,232,8661,70389.9
5686,Toyota,5,284,113799,98170.1
5687,BMW,5,248,47782,129920.16
5688,Honda,4,149,143385,62454.5
5689,Toyota,1,120,174278,21566.2
5690,BMW,2,307,65440,102368.4
5691,BMW,3,144,37549,81948.12000000001
5692,Honda,1,136,1037,43507.3
5693,BMW,1,165,23799,64282.92
5694,Honda,2,112,147353,34252.7
5695,Toyota,4,365,82156,104829.4
5696,Toyota,2,198,5933,59841.7
5697,BMW,2,159,83779,68468.51999999999
5698,Toyota,4,281,153389,772011.9
5699,Toyota,1,105,134897,19876.3
5700,Honda,1,142,58597,38516.3
5701,BMW,3,361,75249,628866.6
5702,Toyota,4,206,19052,79937.8
5703,BMW,1,263,19789,87819.72
5704,Toyota,1,107,94298,22367.199999999997
5705,Honda,4,136,166308,56819.2
5706,Toyota,5,247,68941,94450.9
5707,Honda,1,198,100497,45099.3
5708,BMW,4,187,13342,103482.96
5709,Honda,5,347,122355,114844.5
5710,Honda,5,279,9191,109994.9
5711,Honda,1,186,198003,37130.7
5712,BMW,3,313,1740,122924.4
5713,Toyota,2,329,74884,81183.6
5714,Honda,3,129,164945,47914.5
5715,Honda,3,101,88503,50274.7
5716,BMW,1,225,186,78874.07999999999
5717,Toyota,4,150,128716,58993.4
5718,Toyota,4,314,26907,101390.3
5719,Toyota,5,296,16283,108858.7
5720,Honda,3,368,14701,108903.9
5721,BMW,2,303,130903,93675.23999999999
5722,BMW,5,139,106991,95729.87999999999
5723,Toyota,2,322,155035,72606.5
5724,Toyota,5,123,34723,72381.7
5725,BMW,4,242,18514,118719.12
5726,BMW,1,214,112256,64295.28
5727,Toyota,2,257,80092,67256.8
5728,Toyota,1,109,115011,20781.9
5729,Honda,5,194,78121,90276.9
5730,Toyota,5,171,167163,71590.7
5731,BMW,1,208,23678,72096.23999999999
5732,Toyota,4,305,158875,86348.5
5733,Toyota,2,220,71471,519092.10000000003
5734,BMW,1,386,260,116736.0
5735,Honda,5,373,129170,116743.0
5736,BMW,2,295,20614,105541.92
5737,BMW,2,306,72363,105021.23999999999
5738,BMW,3,341,39257,127191.95999999999
5739,Toyota,2,259,150545,56913.5
5740,Honda,4,100,143411,52211.9
5741,Toyota,1,264,4433,62913.7
5742,Honda,4,349,61389,111638.1
5743,Toyota,3,265,88320,77262.0
5744,Toyota,4,234,185765,72277.5
5745,Honda,2,296,174494,66894.6
5746,Toyota,2,321,59220,79200.0
5747,BMW,2,335,85097,108552.36
5748,Honda,1,149,20916,46916.4
5749,BMW,5,208,184199,899349.48
5750,BMW,5,315,91207,141101.16
5751,Honda,3,320,16060,101785.0
5752,Honda,4,333,43783,111968.7
5753,BMW,5,366,137422,147758.16
5754,BMW,1,155,21382,510074.88
5755,Toyota,2,345,25384,443393.0
5756,BMW,3,220,170447,85635.96
5757,BMW,2,102,40326,59804.88
5758,Honda,1,256,144262,51798.8
5759,Honda,2,367,29974,97176.6
5760,Toyota,1,373,160050,69358.0
5761,Toyota,4,291,91211,90770.9
5762,BMW,1,187,150440,54940.799999999996
5763,Honda,4,310,119687,97088.3
5764,Toyota,4,201,139811,69599.9
5765,Toyota,4,233,121490,74801.0
5766,Honda,2,200,167856,51269.399999999994
5767,Toyota,2,374,12030,97265.0
5768,Honda,2,161,9999,60735.1
5769,Honda,3,282,113803,81044.7
5770,Honda,3,358,165330,90831.0
5771,Honda,5,209,114552,86148.8
5772,BMW,3,375,49780,132734.4
5773,Toyota,2,341,124993,75926.7
5774,BMW,3,275,165831,99897.48
5775,Honda,3,111,185030,39916.0
5776,BMW,3,151,52704,78927.12000000001
5777,BMW,5,118,57133,95481.23999999999
5778,BMW,4,196,165543,87897.23999999999
5779,Toyota,2,102,155764,26733.6
5780,Toyota,2,336,169811,72896.9
5781,BMW,5,393,158462,148528.56
5782,Toyota,1,263,102468,52567.2
5783,BMW,4,167,102805,91338.59999999999
5784,BMW,5,191,181916,98357.27999999998
5785,Toyota,2,167,170161,234023.39999999997
5786,BMW,3,163,165784,69750.72
5787,BMW,5,261,113510,125626.79999999999
5788,BMW,1,192,67723,63567.23999999999
5789,Toyota,5,333,6005,120104.5
5790,Toyota,1,271,21548,66159.2
5791,Toyota,5,111,32398,72177.2
5792,BMW,1,279,191784,68316.72
5793,BMW,5,367,194381,138538.68
5794,Honda,1,186,67260,46060.0
5795,BMW,1,392,66536,111218.87999999999
5796,BMW,5,367,92410,153636.0
5797,Honda,2,183,102761,51667.9
5798,Honda,5,242,6194,105907.6
5799,BMW,2,251,180532,77874.96
5800,BMW,1,329,149373,86730.84
5801,BMW,5,130,179034,84427.92
5802,Honda,1,355,12728,85741.2
5803,BMW,2,101,143711,45506.28
5804,BMW,5,179,155570,100012.8
5805,Toyota,5,270,92839,95504.1
5806,Honda,5,399,42151,133191.9
5807,Toyota,4,285,133051,87033.9
5808,Honda,2,132,78251,43821.9
5809,Toyota,1,109,55461,30744.9
5810,Toyota,1,363,138680,68937.0
5811,Honda,5,353,89164,117819.6
5812,Honda,3,140,73130,57313.0
5813,Toyota,3,319,13921,776207.2
5814,Honda,4,375,107026,111705.4
5815,Honda,1,217,129506,48385.4
5816,Honda,5,141,4529,84653.1
5817,Honda,4,295,186969,85868.1
5818,Honda,5,241,162559,90184.1
5819,BMW,1,245,164299,469518.84
5820,Honda,3,364,15957,109915.3
5821,BMW,2,286,88803,95025.23999999999
5822,Honda,2,250,46265,74674.5
5823,Honda,5,149,17619,87590.1
5824,Honda,4,187,84077,78698.3
5825,Honda,2,221,143558,54884.2
5826,Honda,4,313,12800,110595.0
5827,BMW,1,352,107125,95947.8
5828,BMW,5,125,32011,102182.27999999998
5829,Honda,4,127,195268,50958.2
5830,BMW,5,137,129690,92461.2
5831,Honda,2,157,190028,38294.2
5832,Honda,3,271,134646,80580.4
5833,BMW,1,228,147327,64111.56
5834,Toyota,2,382,183234,82592.6
5835,BMW,5,299,192438,122255.04
5836,BMW,4,207,105390,99568.8
5837,Toyota,5,376,136503,112365.7
5838,BMW,4,100,172278,67699.43999999999
5839,BMW,5,126,105911,89563.07999999999
5840,Honda,1,376,65974,85726.6
5841,BMW,3,233,76393,100422.84
5842,Honda,4,327,191191,94495.9
5843,BMW,2,169,192414,57538.32
5844,BMW,3,376,133638,126117.84
5845,Honda,1,376,17805,89219.5
5846,Honda,4,273,101289,90436.1
5847,Toyota,5,164,154303,71709.7
5848,Honda,5,154,7317,85884.3
5849,Honda,3,226,81349,73207.1
5850,Honda,5,136,162191,68888.9
5851,Toyota,3,198,123750,58254.0
5852,Toyota,3,295,85158,81822.2
5853,BMW,2,292,186374,89118.72
5854,Toyota,2,216,157884,49536.6
5855,Toyota,2,268,167061,61704.899999999994
5856,Toyota,5,362,47149,122545.1
5857,BMW,4,378,21197,150127.56
5858,BMW,4,296,5079,134893.32
5859,Honda,2,343,24927,92428.3
5860,Toyota,2,386,24113,95014.7
5861,Honda,4,183,6685,84647.5
5862,Honda,2,203,119521,58159.9
5863,Honda,3,243,79391,80225.9
5864,Toyota,1,325,81128,69717.2
5865,Honda,3,249,111066,77219.4
5866,Toyota,4,399,132897,110428.3
5867,Toyota,2,278,93397,70048.3
5868,Honda,1,165,128400,36655.0
5869,Honda,2,332,40304,88654.6
5870,Honda,3,214,52735,73571.5
5871,BMW,2,164,184524,57376.32
5872,Honda,3,112,185127,42702.3
5873,Honda,1,332,171442,67536.8
5874,Toyota,5,148,29580,76975.0
5875,BMW,5,222,50376,120560.87999999999
5876,Honda,1,305,69275,70084.5
5877,BMW,2,220,119008,79489.43999999999
5878,BMW,5,221,110762,111789.36
5879,Honda,3,283,62561,90095.9
5880,Honda,5,171,59882,87307.8
5881,Honda,3,159,121924,59004.6
5882,Toyota,1,378,186175,71951.5
5883,Toyota,5,374,72234,119831.6
5884,Honda,1,211,185238,42001.2
5885,Honda,4,328,51256,107194.4
5886,Toyota,1,383,58331,81648.9
5887,BMW,5,374,170828,142103.03999999998
5888,BMW,3,122,33810,76226.4
5889,Honda,1,144,41610,39791.0
5890,Honda,5,334,151967,108891.3
5891,Toyota,2,330,139747,75047.3
5892,Honda,3,105,102919,45721.1
5893,BMW,2,148,51110,65955.59999999999
5894,BMW,2,214,70081,84947.87999999999
5895,Toyota,4,383,24017,118683.3
5896,BMW,1,230,24362,81473.76
5897,Toyota,2,178,105944,47251.6
5898,Toyota,3,189,196231,52364.899999999994
5899,Toyota,2,293,151939,65917.1
5900,Toyota,4,259,53521,86867.9
5901,BMW,5,327,75537,145021.56
5902,BMW,3,121,56160,75811.2
5903,BMW,3,299,64132,112694.16
5904,Honda,5,146,83979,80607.1
5905,BMW,4,157,188879,76435.31999999999
5906,BMW,4,365,199512,125721.36
5907,BMW,1,276,195426,69544.07999999999
5908,Honda,3,127,82784,56701.6
5909,Toyota,1,107,77064,26569.6
5910,BMW,2,226,162670,73574.4
5911,Honda,1,265,196199,51701.1
5912,Toyota,1,182,176226,32960.399999999994
5913,Honda,5,177,195014,70994.6
5914,BMW,1,198,131491,59187.479999999996
5915,Toyota,2,243,19680,69824.0
5916,Toyota,1,336,131154,607946.4
5917,Toyota,4,279,120947,84540.3
5918,BMW,1,354,181470,90990.0
5919,Honda,5,286,31894,109910.6
5920,BMW,5,394,19786,164645.28
5921,BMW,5,263,43798,134317.44
5922,Honda,1,141,39182,41076.8
5923,Toyota,2,187,164966,41963.399999999994
5924,Toyota,3,167,43884,59918.6
5925,BMW,5,342,62806,150542.87999999998
5926,Toyota,1,358,65870,79557.0
5927,Toyota,3,118,164845,40550.5
5928,BMW,4,201,145093,94800.84
5929,BMW,4,327,192344,120171.12
5930,Toyota,5,255,67725,95898.5
5931,BMW,5,292,7160,141228.0
5932,Honda,4,378,151811,105462.9
5933,Toyota,5,378,190889,107001.1
5934,Honda,4,289,160434,88374.6
5935,BMW,1,352,16442,110466.96
5936,BMW,3,335,88618,118347.84
5937,BMW,1,241,85502,75672.96
5938,Honda,4,182,129440,71005.0
5939,BMW,1,207,64424,70049.51999999999
5940,Toyota,4,252,189121,74459.9
5941,Toyota,1,137,64895,32164.5
5942,Honda,3,321,112069,92162.1
5943,BMW,4,320,813,141480.84
5944,BMW,5,267,128035,125689.79999999999
5945,BMW,5,160,128149,99417.72
5946,Toyota,5,329,172980,100395.0
5947,Toyota,4,207,76373,76913.7
5948,Toyota,5,275,158989,91108.1
5949,Toyota,2,308,156028,69624.2
5950,BMW,3,263,186056,91060.07999999999
5951,Honda,2,205,189277,48098.3
5952,Honda,4,192,139838,71303.2
5953,Toyota,4,235,34453,87173.7
5954,BMW,3,188,91369,86290.92
5955,Toyota,1,195,171879,32993.1
5956,Toyota,3,237,105473,71250.7
5957,Honda,2,351,114934,87613.6
5958,Toyota,2,222,161098,52889.2
5959,Honda,2,268,90566,70847.4
5960,Honda,2,185,124431,50622.9
5961,BMW,1,152,41961,56804.28
5962,BMW,4,166,15810,100962.0
5963,Toyota,4,193,193844,61501.6
5964,BMW,3,120,89817,71463.96
5965,BMW,4,279,120896,118346.87999999999
5966,Honda,4,360,194602,97791.8
5967,Honda,4,256,183428,82401.2
5968,Honda,1,327,153259,552016.8
5969,BMW,1,347,133792,91305.36
5970,Toyota,4,377,135696,104378.4
5971,BMW,2,389,61438,123630.23999999999
5972,Toyota,4,307,113241,92354.9
5973,Honda,3,309,81262,91758.8
5974,BMW,5,390,172729,147049.32
5975,Honda,3,390,141979,99726.1
5976,BMW,5,218,22787,124308.36
5977,BMW,1,314,128182,84916.56
5978,Toyota,1,260,133685,52877.5
5979,Toyota,4,261,181521,548365.2999999999
5980,Honda,5,109,45521,73246.9
5981,Honda,1,299,150198,64540.2
5982,BMW,1,239,53765,79402.2
5983,Toyota,4,314,197003,86722.7
5984,BMW,1,263,69471,82351.07999999999
5985,Honda,5,252,116799,98358.1
5986,Honda,3,301,8197,96574.3
5987,Toyota,1,146,131827,27253.3
5988,Toyota,2,379,116966,85750.4
5989,Toyota,1,271,90148,56498.2
5990,Toyota,3,123,10545,57185.5
5991,Toyota,4,234,164300,73289.0
5992,Toyota,4,398,93084,114758.6
5993,Honda,3,164,76099,62606.1
5994,Toyota,4,360,95823,103368.7
5995,BMW,1,185,166973,301008.24
5996,Honda,5,284,138152,102178.8
5997,Toyota,1,259,107864,262543.0
5998,Honda,5,276,98106,102297.4
5999,Honda,2,299,187738,68323.2
6000,BMW,3,277,138129,101202.12000000001
6001,Toyota,3,212,53062,69059.8
6002,BMW,1,112,116311,42569.88
6003,Honda,4,245,97507,88456.3
6004,Honda,3,279,154382,78057.8
6005,Honda,5,258,15814,107298.6
6006,Toyota,4,190,64804,74114.6
6007,Toyota,5,145,99087,69473.3
6008,Toyota,3,251,51838,79295.2
6009,Toyota,5,309,42943,111756.7
6010,Toyota,2,374,56230,93665.0
6011,Honda,5,321,167706,103852.4
6012,Toyota,1,148,192970,23649.0
6013,BMW,2,121,108975,55495.799999999996
6014,BMW,1,290,13222,95657.76
6015,Honda,5,328,176112,103785.8
6016,Honda,4,385,129756,109904.4
6017,BMW,1,269,180308,70991.04
6018,Toyota,4,386,25208,115133.2
6019,Honda,2,214,81648,64116.2
6020,Toyota,5,230,187291,79498.9
6021,Honda,4,108,159379,54708.1
6022,Honda,1,351,196201,68225.9
6023,Toyota,3,349,91416,90969.4
6024,Honda,2,270,126294,66875.6
6025,BMW,2,189,39179,79893.72
6026,BMW,4,228,25642,117047.76
6027,BMW,2,101,57599,56674.92
6028,BMW,5,270,70592,134130.96
6029,Toyota,2,382,29772,95553.8
6030,BMW,5,276,39211,139415.87999999998
6031,Toyota,2,276,81115,68464.5
6032,BMW,5,118,66141,95722.68
6033,Toyota,1,369,107251,77516.9
6034,Toyota,1,235,149192,43715.8
6035,BMW,2,329,172927,94773.96
6036,BMW,2,334,95645,107467.8
6037,Honda,2,278,13287,82676.3
6038,Toyota,5,166,106376,74752.4
6039,Toyota,3,156,34023,62663.7
6040,Toyota,2,206,1889,61535.1
6041,BMW,2,350,182923,99557.64
6042,Honda,4,222,127300,78716.0
6043,Honda,2,335,88211,85843.9
6044,Honda,3,344,88943,98964.7
6045,BMW,1,268,23925,89231.4
6046,BMW,4,343,26555,144527.4
6047,BMW,4,294,63172,127545.36
6048,BMW,4,141,13174,96087.12000000001
6049,Honda,1,205,110322,47284.8
6050,Honda,5,288,18775,113049.5
6051,BMW,5,240,161943,110723.64
6052,Honda,1,203,70211,52721.9
6053,Honda,4,118,28468,65858.2
6054,Toyota,3,310,114898,82765.2
6055,BMW,1,231,75122,74380.56
6056,BMW,4,163,75076,94649.27999999998
6057,Honda,4,249,35281,93119.9
6058,Honda,2,108,36767,44909.3
6059,BMW,1,329,137177,90165.96
6060,Toyota,5,141,85033,72015.7
6061,BMW,4,260,177958,101149.43999999999
6062,BMW,5,148,81483,98518.43999999999
6063,Honda,5,387,50031,127718.9
6064,Toyota,2,198,121299,48113.1
6065,BMW,2,288,128392,89721.36
6066,BMW,1,371,89025,105238.2
6067,Honda,1,376,62062,87826.8
6068,Honda,4,245,193545,78473.5
6069,BMW,3,267,48963,557746.2
6070,Honda,4,162,37029,73979.1
6071,Honda,5,200,20313,95921.7
6072,Toyota,1,112,68316,29487.4
6073,Toyota,1,193,187993,29940.7
6074,Honda,1,365,60014,82665.6
6075,BMW,1,187,58111,64889.88
6076,Honda,3,162,149338,54440.2
6077,Honda,4,343,114901,104843.9
6078,Honda,1,124,47775,37051.5
6079,BMW,3,157,176485,65023.799999999996
6080,Honda,2,110,65001,41819.9
6081,Honda,3,174,153445,58470.5
6082,BMW,1,359,182218,89243.04
6083,Toyota,1,308,156310,59966.0
6084,Honda,3,128,38213,58479.7
6085,BMW,1,153,147268,348366.72
6086,BMW,1,207,77921,68291.88
6087,BMW,3,394,135673,131940.84
6088,Toyota,4,108,72424,57919.6
6089,Honda,5,224,11754,100466.6
6090,BMW,4,346,154973,129695.63999999998
6091,BMW,3,110,118060,61884.0
6092,Toyota,1,395,182213,75130.7
6093,BMW,4,199,117882,97127.76
6094,Honda,3,261,133924,76675.6
6095,BMW,3,212,21533,97336.43999999999
6096,Honda,2,191,69877,59245.3
6097,Honda,1,227,181966,43562.399999999994
6098,Toyota,2,128,171697,32605.3
6099,Toyota,5,130,192681,58523.899999999994
6100,Honda,3,340,46688,100470.2
6101,BMW,3,293,146160,106347.59999999999
6102,BMW,1,110,189146,30144.479999999996
6103,Toyota,2,221,80537,56639.3
6104,Honda,2,190,50191,60580.9
6105,Honda,1,241,180870,49969.0
6106,BMW,2,238,59684,89039.52
6107,BMW,1,288,192749,75112.92
6108,Toyota,2,176,179215,39221.5
6109,Honda,1,391,125191,85523.9
6110,BMW,5,116,155428,84518.64
6111,Honda,1,345,21703,82569.7
6112,Toyota,1,207,59485,49108.5
6113,Toyota,2,365,136774,82418.6
6114,Honda,2,240,1123,382393.5
6115,Honda,1,227,74278,53848.2
6116,BMW,1,370,73289,105152.52
6117,BMW,2,144,96713,60692.03999999999
6118,BMW,3,356,146752,120996.95999999999
6119,Honda,4,214,10784,91286.6
6120,Honda,5,319,106605,111754.5
6121,Honda,1,299,9893,74273.7
6122,BMW,2,273,92252,92657.76
6123,Honda,4,152,159050,59788.0
6124,BMW,1,347,160790,89403.59999999999
6125,BMW,2,297,129861,97060.68
6126,BMW,2,323,194001,92077.07999999999
6127,Toyota,3,385,190227,92555.3
6128,BMW,1,236,186424,63780.719999999994
6129,Toyota,4,196,5682,81830.8
6130,BMW,5,383,29820,162346.8
6131,Toyota,3,225,116046,66110.4
6132,BMW,5,349,80598,146592.24
6133,BMW,1,132,95366,354416.64
6134,Honda,4,145,38526,73909.4
6135,Honda,4,274,93599,90889.1
6136,BMW,4,322,139528,126037.43999999999
6137,Toyota,2,153,159120,36020.0
6138,BMW,4,302,182469,113781.72
6139,Honda,2,147,100304,47588.6
6140,BMW,4,168,157050,81968.4
6141,Toyota,5,340,34634,118275.6
6142,Honda,5,316,191297,103814.3
6143,BMW,4,143,135814,83652.72
6144,BMW,4,200,85644,100750.32
6145,BMW,2,281,40512,99718.56
6146,BMW,2,125,20804,67146.72
6147,BMW,2,232,22975,93840.59999999999
6148,Toyota,1,126,68793,29887.7
6149,Honda,2,105,171965,30402.5
6150,Toyota,2,280,198975,58991.5
6151,Toyota,1,142,81913,30887.7
6152,Toyota,4,291,10498,101252.2
6153,Toyota,3,365,99755,97179.5
6154,Toyota,1,204,20537,48792.3
6155,Honda,2,397,179602,87969.8
6156,BMW,1,192,198279,51394.92
6157,Toyota,5,102,78057,63765.3
6158,Honda,5,194,104546,86844.4
6159,Toyota,4,190,2355,80123.5
6160,Toyota,2,249,81101,61966.9
6161,Toyota,5,383,30774,126551.6
6162,Toyota,1,267,80915,56336.5
6163,Toyota,2,355,58834,89468.6
6164,BMW,4,337,35695,139131.0
6165,Toyota,2,328,115690,74531.0
6166,BMW,2,135,122612,55842.96
6167,Toyota,1,124,2015,39579.5
6168,Toyota,2,125,109178,35139.2
6169,BMW,1,349,156175,93721.8
6170,Honda,1,372,164821,74239.9
6171,Toyota,2,367,27441,94326.9
6172,BMW,4,315,56979,133568.52
6173,BMW,4,280,142868,112441.43999999999
6174,Honda,3,100,168062,42249.8
6175,Honda,5,278,49841,108682.9
6176,BMW,2,186,115594,68687.51999999999
6177,BMW,2,177,109421,66119.88
6178,Honda,1,358,13991,87933.9
6179,Honda,4,228,177164,75193.6
6180,Toyota,2,121,143252,32131.8
6181,Honda,4,110,16629,347475.5
6182,Toyota,3,170,108734,54933.6
6183,BMW,2,280,20027,102386.76
6184,BMW,1,328,165310,86608.8
6185,BMW,4,219,155476,93902.87999999999
6186,Toyota,5,399,139067,119144.3
6187,Honda,4,169,129885,69740.5
6188,BMW,4,262,126893,111797.64
6189,Toyota,5,336,199866,99422.4
6190,BMW,4,256,12121,122079.47999999998
6191,BMW,3,335,189860,108877.2
6192,Toyota,2,201,62125,57040.5
6193,Toyota,2,359,64963,88024.7
6194,Toyota,2,230,165702,49460.8
6195,Toyota,4,170,55110,69882.0
6196,Toyota,5,361,164700,108745.0
6197,BMW,4,273,8745,126108.59999999999
6198,Toyota,2,223,9126,67562.4
6199,BMW,5,166,169684,93329.52
6200,Toyota,2,234,62224,63945.6
6201,Honda,2,168,100992,301558.80000000005
6202,Honda,3,241,154349,71967.1
6203,Honda,3,262,84263,79931.7
6204,BMW,4,340,42603,136642.44
6205,Honda,3,280,74181,87604.9
6206,BMW,5,271,192214,117642.72
6207,Toyota,1,271,35278,392815.19999999995
6208,Toyota,5,205,53926,86959.4
6209,Toyota,2,323,17804,84182.6
6210,Honda,2,129,44653,50051.7
6211,Toyota,3,288,161487,72860.3
6212,Toyota,2,361,194876,76274.4
6213,Toyota,1,127,161711,23467.9
6214,Toyota,4,138,56406,62458.4
6215,Honda,4,138,85558,66820.2
6216,Toyota,5,377,71743,118573.7
6217,Toyota,4,161,9106,71735.4
6218,Toyota,3,126,88617,47159.3
6219,BMW,3,384,170507,122227.56
6220,BMW,2,217,145908,70931.04
6221,BMW,3,378,114698,130332.23999999999
6222,BMW,3,208,171153,81698.04
6223,BMW,4,108,47801,80557.07999999999
6224,BMW,1,139,105317,45825.96
6225,Toyota,2,282,45020,73271.0
6226,Toyota,5,219,126040,86024.0
6227,BMW,4,110,190266,67700.87999999999
6228,BMW,2,243,158933,78834.84
6229,Honda,4,308,21481,106868.9
6230,BMW,3,153,113452,72904.56
6231,BMW,5,205,132487,108326.76
6232,Toyota,5,272,89834,99570.6
6233,BMW,1,372,47864,113325.12000000001
6234,Honda,2,245,68933,72029.7
6235,Toyota,5,193,66297,764192.7000000001
6236,BMW,4,259,132967,106875.96
6237,Honda,2,327,102216,81521.4
6238,Toyota,3,340,35501,95966.9
6239,Honda,1,114,16012,36815.8
6240,Toyota,3,363,84766,97474.4
6241,BMW,5,129,142546,89356.07999999999
6242,Honda,3,304,18939,96752.1
6243,Honda,4,333,87992,103342.8
6244,BMW,4,293,198855,110256.59999999999
6245,BMW,2,117,147363,51762.84
6246,Honda,1,389,122252,85253.8
6247,BMW,1,129,192042,33906.96
6248,BMW,4,157,131065,87263.4
6249,Honda,3,316,108734,88994.6
6250,Toyota,3,353,189844,83020.6
6251,Toyota,2,341,90631,82365.9
6252,Honda,5,185,115454,84715.6
6253,BMW,5,246,87965,122081.4
6254,Honda,2,155,38141,53057.9
6255,Toyota,5,119,156487,62778.3
6256,Honda,4,294,103495,94441.5
6257,Toyota,1,139,89907,29854.3
6258,BMW,1,159,179698,46374.24
6259,Honda,5,119,186986,62551.399999999994
6260,Toyota,5,280,16068,105505.2
6261,Toyota,5,241,168714,85163.6
6262,Honda,1,127,65532,37444.8
6263,Toyota,5,221,198782,78317.8
6264,BMW,3,354,190715,115546.2
6265,Toyota,3,373,132215,95334.5
6266,BMW,4,178,81211,93051.48
6267,Honda,2,251,78559,71269.1
6268,BMW,4,101,104973,76106.04
6269,Toyota,1,203,40059,51292.1
6270,BMW,3,114,53770,70032.0
6271,BMW,2,101,7381,64613.88
6272,Honda,3,277,105194,81099.6
6273,Honda,5,117,71545,74037.5
6274,Honda,1,398,54514,92252.6
6275,Honda,2,237,140166,59718.4
6276,Toyota,4,372,8148,116826.2
6277,BMW,1,266,134700,76633.2
6278,BMW,4,234,10500,115791.59999999999
6279,Toyota,4,384,61791,114413.9
6280,Honda,4,221,137055,80232.5
6281,Honda,5,267,111580,99089.0
6282,Honda,4,210,34832,87159.8
6283,Toyota,3,207,45633,70524.7
6284,Honda,2,104,69355,39762.5
6285,Toyota,2,324,74946,77817.4
6286,BMW,1,345,173175,91499.4
6287,Honda,3,339,91293,657766.9
6288,BMW,4,388,32074,153840.72
6289,Honda,3,167,125080,60722.0
6290,Honda,4,275,162568,84406.2
